hcp_id,specialty,region,tier,years_practice,scripts_monthly,rep_visits,email_opens,webinar_att,clm_sessions,eng_score,script_lift_pct,rep_spend,email_spend,webinar_spend,clm_spend,total_spend,revenue,roi,days_since_eng,cluster,segment
HCP0333,Oncologist,North,Tier2,31,8,0,2,1,1,38.4,-1.6,0.0,1.4,3.7,2.9,8.0,435.6,54.45,39,0,Loyalists
HCP0334,Oncologist,Central,Tier1,4,20,3,2,0,1,75.9,3.6,25.3,1.6,0.0,2.7,29.6,1021.7,34.52,15,3,Champions
HCP0335,Oncologist,West,Tier1,25,26,2,5,3,3,100.0,2.1,22.8,4.4,10.7,6.5,44.4,1236.2,27.84,19,3,Champions
HCP0336,Oncologist,Central,Tier2,21,5,1,0,1,1,39.9,2.2,10.9,0.0,4.1,3.1,18.1,271.2,14.98,32,2,Lapsed
HCP0337,Pulmonologist,West,Tier2,33,8,4,2,0,0,83.9,1.2,35.4,1.6,0.0,0.0,37.0,422.0,11.41,39,1,Risers
HCP0338,Internist,Central,Tier1,7,24,1,3,1,1,54.9,3.4,8.6,1.8,4.8,2.2,17.4,1217.9,69.99,18,3,Champions
HCP0339,Haematologist,Central,Tier3,21,1,0,1,0,1,28.8,-2.1,0.0,0.7,0.0,3.2,3.9,52.0,13.33,90,2,Lapsed
HCP0340,Oncologist,Central,Tier2,12,7,0,1,1,0,10.7,-0.2,0.0,0.7,3.4,0.0,4.1,379.7,92.61,37,2,Lapsed
HCP0341,Haematologist,West,Tier3,27,0,0,1,0,0,5.5,2.6,0.0,0.7,0.0,0.0,0.7,0.0,0.0,102,2,Lapsed
HCP0342,Haematologist,West,Tier3,4,1,0,2,2,1,52.8,-4.0,0.0,1.3,9.1,3.8,14.2,48.7,3.43,93,0,Loyalists
HCP0343,Oncologist,Central,Tier1,13,16,4,2,0,2,88.0,1.6,32.5,1.1,0.0,5.6,39.2,834.1,21.28,22,3,Champions
HCP0344,Haematologist,South,Tier2,33,6,1,3,1,1,56.4,0.3,9.6,1.7,3.5,3.9,18.7,272.4,14.57,33,0,Loyalists
HCP0345,Haematologist,East,Tier1,17,19,3,3,2,0,87.6,3.1,30.9,1.6,6.0,0.0,38.5,928.4,24.11,27,1,Risers
HCP0346,Internist,East,Tier2,11,12,2,3,1,0,64.4,3.4,23.6,2.2,4.5,0.0,30.3,588.8,19.43,44,1,Risers
HCP0347,Internist,East,Tier2,25,4,5,3,0,1,100.0,3.5,50.3,2.9,0.0,2.3,55.5,186.7,3.36,44,1,Risers
HCP0348,Oncologist,West,Tier2,21,9,3,1,1,0,65.1,1.7,33.8,0.6,4.6,0.0,39.0,407.1,10.44,44,1,Risers
HCP0349,Haematologist,West,Tier2,11,9,4,2,2,1,100.0,2.1,40.8,1.9,7.8,2.8,53.3,417.0,7.82,31,1,Risers
HCP0350,Internist,South,Tier2,23,12,2,3,2,1,73.6,0.9,16.3,2.6,9.6,3.2,31.7,618.6,19.51,32,1,Risers
HCP0351,Haematologist,East,Tier1,11,22,1,3,2,1,75.3,1.7,9.3,2.5,7.6,3.2,22.6,1166.5,51.62,18,3,Champions
HCP0352,Pulmonologist,East,Tier2,30,6,1,4,2,2,95.0,4.4,10.3,3.3,8.1,7.0,28.7,329.3,11.47,41,1,Risers
HCP0353,Internist,Central,Tier2,9,5,2,2,1,2,69.5,-0.4,23.6,1.8,4.0,6.0,35.4,242.3,6.84,39,0,Loyalists
HCP0354,Oncologist,West,Tier2,18,9,1,1,2,1,56.7,0.1,11.4,0.6,7.8,2.2,22.0,458.9,20.86,44,0,Loyalists
HCP0355,Oncologist,East,Tier2,18,7,2,2,0,0,47.0,0.7,17.8,1.5,0.0,0.0,19.3,380.6,19.72,42,0,Loyalists
HCP0356,Internist,South,Tier3,35,3,0,3,0,0,28.8,2.5,0.0,2.5,0.0,0.0,2.5,140.0,56.0,102,2,Lapsed
HCP0357,Oncologist,South,Tier1,6,16,4,2,1,1,94.4,2.2,35.2,1.6,3.6,3.9,44.3,834.8,18.84,27,3,Champions
HCP0358,Internist,East,Tier2,6,6,0,3,1,0,31.6,2.6,0.0,2.7,3.5,0.0,6.2,315.3,50.85,35,0,Loyalists
HCP0359,Cardiologist,West,Tier2,19,11,1,3,0,3,66.7,3.1,11.4,1.6,0.0,11.7,24.7,504.8,20.44,36,3,Champions
HCP0360,Internist,South,Tier2,31,8,3,1,3,0,95.4,2.8,33.3,0.8,12.5,0.0,46.6,428.9,9.2,33,1,Risers
HCP0361,Haematologist,Central,Tier3,9,0,0,0,0,0,5.2,-2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96,2,Lapsed
HCP0362,Internist,South,Tier3,29,3,0,2,0,0,15.9,3.6,0.0,1.4,0.0,0.0,1.4,136.0,97.14,104,2,Lapsed
HCP0363,Haematologist,North,Tier2,30,8,2,1,1,1,65.1,3.9,19.7,0.7,4.3,3.4,28.1,367.3,13.07,39,0,Loyalists
HCP0364,Haematologist,North,Tier3,24,2,0,2,0,0,4.2,0.4,0.0,1.6,0.0,0.0,1.6,91.0,56.88,92,2,Lapsed
HCP0365,Cardiologist,West,Tier3,16,1,2,1,0,0,42.0,-2.0,20.0,0.9,0.0,0.0,20.9,48.3,2.31,96,2,Lapsed
HCP0366,Haematologist,East,Tier3,9,1,0,1,0,0,2.4,-3.0,0.0,0.7,0.0,0.0,0.7,50.1,71.57,93,2,Lapsed
HCP0367,Cardiologist,West,Tier3,24,1,0,2,0,1,34.8,0.9,0.0,1.8,0.0,3.2,5.0,50.3,10.06,102,2,Lapsed
HCP0368,Cardiologist,West,Tier3,7,0,0,1,0,0,2.7,-1.3,0.0,0.7,0.0,0.0,0.7,0.0,0.0,102,2,Lapsed
HCP0369,Oncologist,West,Tier1,4,17,3,3,2,3,100.0,-1.4,33.0,1.7,9.2,11.1,55.0,920.0,16.73,21,3,Champions
HCP0370,Oncologist,West,Tier1,29,24,3,2,2,2,100.0,-1.4,29.1,1.1,8.5,5.2,43.9,1168.4,26.62,22,3,Champions
HCP0371,Oncologist,Central,Tier2,23,14,0,2,1,0,31.3,-0.4,0.0,1.1,3.6,0.0,4.7,636.4,135.4,36,0,Loyalists
HCP0372,Oncologist,Central,Tier1,17,13,3,3,1,2,98.8,2.1,28.4,2.1,5.0,7.6,43.1,624.0,14.48,21,3,Champions
HCP0373,Oncologist,South,Tier2,23,11,0,3,1,0,37.9,3.5,0.0,2.0,3.5,0.0,5.5,553.4,100.62,37,0,Loyalists
HCP0374,Internist,North,Tier2,12,2,0,1,2,2,54.5,1.7,0.0,0.9,6.8,7.9,15.6,98.2,6.29,31,0,Loyalists
HCP0375,Oncologist,West,Tier2,25,12,2,2,0,1,58.0,0.2,22.1,1.7,0.0,3.8,27.6,572.9,20.76,38,0,Loyalists
HCP0376,Oncologist,South,Tier3,7,3,0,2,0,0,14.0,1.1,0.0,1.1,0.0,0.0,1.1,138.9,126.27,95,2,Lapsed
HCP0377,Pulmonologist,North,Tier3,3,2,0,0,1,0,14.5,0.8,0.0,0.0,5.0,0.0,5.0,106.4,21.28,100,2,Lapsed
HCP0378,Oncologist,East,Tier1,15,14,3,2,2,0,92.0,3.1,28.1,1.3,8.4,0.0,37.8,769.5,20.36,17,1,Risers
HCP0379,Pulmonologist,Central,Tier2,23,7,1,4,0,3,70.9,1.1,9.9,3.1,0.0,11.9,24.9,338.1,13.58,44,3,Champions
HCP0380,Oncologist,North,Tier3,28,1,1,2,0,0,26.8,2.7,9.3,1.1,0.0,0.0,10.4,48.8,4.69,94,2,Lapsed
HCP0381,Oncologist,East,Tier1,23,19,3,3,3,2,100.0,3.8,33.1,1.7,12.0,6.2,53.0,972.4,18.35,23,3,Champions
HCP0382,Internist,North,Tier3,20,1,0,1,1,0,14.7,0.5,0.0,1.0,3.1,0.0,4.1,52.2,12.73,94,2,Lapsed
HCP0383,Internist,Central,Tier2,34,8,0,0,1,2,23.0,0.2,0.0,0.0,4.2,5.3,9.5,391.4,41.2,36,2,Lapsed
HCP0384,Pulmonologist,Central,Tier2,19,4,0,2,1,0,33.5,2.3,0.0,1.2,4.4,0.0,5.6,216.2,38.61,43,2,Lapsed
HCP0385,Internist,South,Tier3,13,2,1,1,0,0,11.9,-1.0,11.9,0.7,0.0,0.0,12.6,101.2,8.03,98,2,Lapsed
HCP0386,Pulmonologist,West,Tier2,23,10,2,2,3,1,90.0,-1.4,17.8,1.4,13.5,3.6,36.3,495.0,13.64,36,1,Risers
HCP0387,Oncologist,North,Tier2,28,9,0,1,3,1,57.8,-2.2,0.0,0.9,10.4,2.3,13.6,463.2,34.06,38,1,Risers
HCP0388,Oncologist,North,Tier3,6,1,1,0,0,0,16.3,-1.3,9.7,0.0,0.0,0.0,9.7,54.5,5.62,93,2,Lapsed
HCP0389,Internist,East,Tier1,20,14,4,2,2,1,100.0,3.3,33.1,1.1,6.6,3.3,44.1,741.2,16.81,23,1,Risers
HCP0390,Pulmonologist,Central,Tier2,31,6,2,4,0,0,56.5,0.4,19.9,3.5,0.0,0.0,23.4,272.4,11.64,43,0,Loyalists
HCP0391,Cardiologist,North,Tier3,31,3,1,1,0,1,34.7,1.0,10.8,0.7,0.0,2.5,14.0,145.0,10.36,99,2,Lapsed
HCP0392,Haematologist,Central,Tier1,23,13,1,3,2,1,68.1,0.3,10.1,1.9,9.3,3.7,25.0,646.2,25.85,17,1,Risers
HCP0393,Haematologist,North,Tier3,15,2,0,0,0,0,1.3,-1.0,0.0,0.0,0.0,0.0,0.0,96.3,0.0,95,2,Lapsed
HCP0394,Internist,South,Tier2,19,4,0,0,2,0,24.7,-1.7,0.0,0.0,8.4,0.0,8.4,208.0,24.76,37,2,Lapsed
HCP0395,Oncologist,West,Tier2,11,10,1,3,0,2,59.8,0.8,8.3,2.0,0.0,6.4,16.7,532.6,31.89,43,0,Loyalists
HCP0396,Cardiologist,North,Tier2,3,7,1,2,1,2,59.8,0.6,11.7,1.2,3.5,4.4,20.8,366.2,17.61,38,0,Loyalists
HCP0397,Pulmonologist,Central,Tier2,4,13,1,2,2,1,75.2,1.9,9.5,1.4,6.7,2.9,20.5,713.6,34.81,30,1,Risers
HCP0398,Haematologist,South,Tier3,31,2,0,0,1,0,13.8,0.8,0.0,0.0,4.9,0.0,4.9,95.5,19.49,90,2,Lapsed
HCP0399,Internist,North,Tier3,35,5,1,2,0,0,29.6,0.2,11.2,1.8,0.0,0.0,13.0,268.7,20.67,102,2,Lapsed
HCP0400,Internist,East,Tier2,12,8,1,1,1,0,36.3,-2.4,9.3,0.6,5.0,0.0,14.9,421.3,28.28,37,2,Lapsed
HCP0401,Oncologist,West,Tier3,23,0,1,0,0,0,11.1,2.4,10.9,0.0,0.0,0.0,10.9,0.0,0.0,100,2,Lapsed
HCP0402,Cardiologist,North,Tier2,30,11,0,2,0,1,24.1,0.2,0.0,1.7,0.0,2.8,4.5,575.8,127.96,36,0,Loyalists
HCP0403,Haematologist,South,Tier2,13,7,3,1,3,1,100.0,1.9,27.5,0.9,10.3,2.4,41.1,322.3,7.84,38,1,Risers
HCP0404,Pulmonologist,East,Tier2,10,8,1,1,2,2,63.2,4.3,8.6,0.9,7.0,6.6,23.1,423.1,18.32,40,0,Loyalists
HCP0405,Oncologist,South,Tier2,24,3,2,2,0,1,55.6,2.8,22.5,1.5,0.0,3.7,27.7,151.0,5.45,32,0,Loyalists
HCP0406,Pulmonologist,South,Tier2,10,5,1,2,0,1,38.7,1.6,8.9,1.2,0.0,3.5,13.6,239.6,17.62,39,0,Loyalists
HCP0407,Haematologist,East,Tier3,17,2,0,2,0,0,10.8,0.3,0.0,1.7,0.0,0.0,1.7,103.1,60.65,101,2,Lapsed
HCP0408,Oncologist,South,Tier2,19,7,2,2,2,1,82.1,1.4,23.5,1.7,7.1,3.1,35.4,359.9,10.17,34,1,Risers
HCP0409,Cardiologist,East,Tier1,25,25,1,1,1,1,45.2,1.2,10.1,0.6,3.1,3.5,17.3,1177.4,68.06,16,3,Champions
HCP0410,Oncologist,North,Tier1,26,13,3,2,1,1,87.6,2.3,30.5,1.9,4.4,2.3,39.1,589.0,15.06,28,1,Risers
HCP0411,Oncologist,East,Tier2,21,9,2,5,1,1,96.1,5.1,19.7,2.8,4.0,2.7,29.2,444.0,15.21,34,1,Risers
HCP0412,Cardiologist,East,Tier3,7,1,0,1,0,0,12.5,5.1,0.0,1.0,0.0,0.0,1.0,50.7,50.7,99,2,Lapsed
HCP0413,Cardiologist,West,Tier2,34,8,1,3,0,2,54.4,1.5,9.9,2.8,0.0,6.0,18.7,430.1,23.0,30,0,Loyalists
HCP0414,Internist,East,Tier2,3,6,0,0,0,0,3.2,-4.3,0.0,0.0,0.0,0.0,0.0,325.7,0.0,43,2,Lapsed
HCP0415,Internist,East,Tier2,25,3,0,2,2,0,43.3,-1.2,0.0,1.9,8.5,0.0,10.4,150.9,14.51,40,0,Loyalists
HCP0416,Haematologist,North,Tier2,10,7,2,0,2,1,58.9,4.7,23.5,0.0,6.4,2.3,32.2,367.8,11.42,33,1,Risers
HCP0417,Oncologist,West,Tier2,15,7,0,2,2,1,48.4,2.2,0.0,1.2,9.0,2.3,12.5,345.8,27.66,35,0,Loyalists
HCP0418,Oncologist,Central,Tier2,10,10,1,4,0,0,39.7,1.8,11.6,2.9,0.0,0.0,14.5,524.6,36.18,31,0,Loyalists
HCP0419,Internist,North,Tier3,25,1,0,3,0,1,37.3,0.2,0.0,1.6,0.0,2.6,4.2,47.0,11.19,102,0,Loyalists
HCP0420,Internist,North,Tier3,3,3,0,1,0,2,31.3,-2.0,0.0,0.7,0.0,6.5,7.2,146.1,20.29,96,2,Lapsed
HCP0421,Internist,Central,Tier2,26,11,3,2,0,2,88.2,4.8,34.7,1.7,0.0,7.6,44.0,564.8,12.84,37,3,Champions
HCP0422,Internist,East,Tier1,26,15,4,5,3,1,100.0,1.0,38.3,3.5,9.4,3.9,55.1,677.7,12.3,14,1,Risers
HCP0423,Oncologist,South,Tier1,19,19,0,3,2,3,80.3,2.6,0.0,2.0,9.3,9.9,21.2,992.3,46.81,26,3,Champions
HCP0424,Haematologist,West,Tier1,7,14,5,1,0,2,100.0,-0.8,48.3,0.8,0.0,7.4,56.5,747.0,13.22,17,3,Champions
HCP0425,Oncologist,South,Tier2,22,6,5,2,2,1,100.0,1.9,52.0,1.9,9.4,3.1,66.4,293.9,4.43,40,1,Risers
HCP0426,Haematologist,Central,Tier2,23,6,1,1,3,1,64.5,3.1,10.8,0.5,12.6,2.4,26.3,296.9,11.29,33,1,Risers
HCP0427,Haematologist,North,Tier2,33,12,3,2,0,2,77.4,0.9,35.4,1.4,0.0,6.1,42.9,642.2,14.97,42,3,Champions
HCP0428,Pulmonologist,North,Tier2,13,6,1,2,1,1,51.3,0.2,9.0,1.2,5.0,3.1,18.3,316.5,17.3,34,0,Loyalists
HCP0429,Haematologist,West,Tier1,17,22,4,3,1,1,100.0,2.0,43.9,2.5,3.5,3.5,53.4,1053.4,19.73,27,3,Champions
HCP0430,Oncologist,North,Tier2,21,9,2,1,1,1,56.6,-1.6,20.2,0.6,4.2,2.4,27.4,434.2,15.85,41,0,Loyalists
HCP0431,Oncologist,North,Tier2,9,8,0,1,0,1,22.4,-2.8,0.0,0.8,0.0,2.7,3.5,414.3,118.37,41,2,Lapsed
HCP0432,Internist,West,Tier2,30,9,2,2,1,0,57.5,2.5,22.2,1.3,3.1,0.0,26.6,455.7,17.13,33,0,Loyalists
HCP0433,Internist,West,Tier2,7,10,1,3,3,2,96.5,0.7,10.2,1.8,9.1,7.8,28.9,466.2,16.13,38,1,Risers
HCP0434,Oncologist,Central,Tier3,7,1,1,2,0,0,28.2,2.0,10.6,1.9,0.0,0.0,12.5,48.1,3.85,96,2,Lapsed
HCP0435,Oncologist,North,Tier1,32,21,2,2,0,2,62.9,3.3,18.6,1.0,0.0,7.0,26.6,1134.0,42.63,26,3,Champions
HCP0436,Internist,North,Tier3,34,0,1,3,0,0,40.4,3.1,9.9,2.2,0.0,0.0,12.1,0.0,0.0,91,0,Loyalists
HCP0437,Oncologist,Central,Tier2,10,11,2,4,1,1,84.6,-1.7,20.9,2.0,4.1,2.5,29.5,603.5,20.46,30,1,Risers
HCP0438,Pulmonologist,East,Tier3,12,1,0,0,1,0,15.9,-1.2,0.0,0.0,3.1,0.0,3.1,52.7,17.0,98,2,Lapsed
HCP0439,Internist,East,Tier2,34,8,0,0,1,0,18.5,1.3,0.0,0.0,3.9,0.0,3.9,435.4,111.64,30,2,Lapsed
HCP0440,Oncologist,East,Tier3,30,3,1,2,0,0,27.5,1.7,11.8,1.3,0.0,0.0,13.1,141.5,10.8,95,2,Lapsed
HCP0441,Oncologist,Central,Tier3,19,1,2,2,0,0,50.3,5.4,20.1,1.1,0.0,0.0,21.2,52.7,2.49,104,0,Loyalists
HCP0442,Cardiologist,North,Tier2,33,9,1,4,2,1,75.6,-0.4,10.9,2.8,8.5,2.4,24.6,406.8,16.54,44,1,Risers
HCP0443,Haematologist,Central,Tier2,10,7,4,4,0,0,100.0,4.1,38.6,3.3,0.0,0.0,41.9,362.0,8.64,31,1,Risers
HCP0444,Haematologist,Central,Tier2,27,7,2,2,2,1,76.1,2.1,18.8,1.8,9.1,3.8,33.5,347.8,10.38,33,1,Risers
HCP0445,Pulmonologist,East,Tier2,11,8,1,2,0,0,34.5,-2.7,9.6,1.5,0.0,0.0,11.1,387.7,34.93,35,0,Loyalists
HCP0446,Cardiologist,South,Tier1,4,23,3,0,1,3,81.6,0.3,28.9,0.0,4.7,12.0,45.6,1233.4,27.05,18,3,Champions
HCP0447,Cardiologist,North,Tier2,17,10,2,1,1,1,59.2,1.6,20.4,0.6,3.8,3.4,28.2,535.4,18.99,40,0,Loyalists
HCP0448,Internist,East,Tier2,5,7,1,2,2,1,72.7,-2.3,10.2,1.3,9.6,3.9,25.0,316.6,12.66,35,1,Risers
HCP0449,Haematologist,South,Tier2,6,4,3,2,2,0,80.9,-2.5,30.0,1.2,7.0,0.0,38.2,204.4,5.35,32,1,Risers
HCP0450,Oncologist,South,Tier3,16,2,0,1,0,0,19.0,-3.4,0.0,0.6,0.0,0.0,0.6,97.4,162.33,94,2,Lapsed
HCP0451,Internist,West,Tier2,27,4,0,3,1,3,66.0,1.5,0.0,1.8,3.1,9.4,14.3,196.6,13.75,31,0,Loyalists
HCP0452,Internist,North,Tier3,12,5,0,1,0,0,12.9,-0.8,0.0,0.8,0.0,0.0,0.8,266.6,333.25,96,2,Lapsed
HCP0453,Haematologist,South,Tier2,23,4,3,2,1,1,85.0,0.3,25.5,1.6,3.8,3.9,34.8,192.4,5.53,32,1,Risers
HCP0454,Cardiologist,East,Tier2,14,5,2,0,1,1,54.3,-0.3,23.5,0.0,3.5,2.9,29.9,272.2,9.1,30,0,Loyalists
HCP0455,Oncologist,West,Tier2,29,8,2,2,2,0,62.9,-1.5,20.8,1.2,6.9,0.0,28.9,374.4,12.96,43,1,Risers
HCP0456,Haematologist,North,Tier2,4,3,1,3,2,2,80.6,0.4,10.6,2.5,9.6,5.8,28.5,154.9,5.44,37,1,Risers
HCP0457,Oncologist,Central,Tier3,15,3,1,2,0,0,37.0,-3.0,9.6,1.8,0.0,0.0,11.4,155.2,13.61,97,2,Lapsed
HCP0458,Haematologist,East,Tier2,34,4,3,5,1,0,95.3,4.2,34.9,3.9,4.1,0.0,42.9,190.1,4.43,32,1,Risers
HCP0459,Oncologist,South,Tier3,33,3,1,1,1,0,35.7,4.0,10.6,0.6,4.2,0.0,15.4,144.7,9.4,102,2,Lapsed
HCP0460,Oncologist,South,Tier2,18,7,2,2,2,0,62.3,-3.4,22.2,1.3,7.9,0.0,31.4,373.4,11.89,36,1,Risers
HCP0461,Oncologist,East,Tier2,34,9,0,1,0,2,25.3,-0.6,0.0,0.5,0.0,5.8,6.3,473.6,75.17,38,0,Loyalists
HCP0462,Internist,South,Tier2,34,12,0,2,1,1,43.6,-0.2,0.0,1.3,4.8,3.2,9.3,579.5,62.31,37,0,Loyalists
HCP0463,Internist,West,Tier2,13,9,0,3,1,0,29.6,0.3,0.0,2.6,3.3,0.0,5.9,453.1,76.8,32,0,Loyalists
HCP0464,Internist,North,Tier2,12,10,1,3,0,0,42.6,2.8,11.4,1.6,0.0,0.0,13.0,456.2,35.09,44,0,Loyalists
HCP0465,Cardiologist,West,Tier2,17,9,0,3,0,1,34.9,-0.4,0.0,1.8,0.0,2.5,4.3,423.8,98.56,42,0,Loyalists
HCP0466,Haematologist,South,Tier1,19,16,3,2,0,2,79.8,1.2,27.3,1.7,0.0,6.8,35.8,797.7,22.28,15,3,Champions
HCP0467,Oncologist,Central,Tier2,20,10,4,3,1,1,100.0,7.9,36.6,2.7,3.9,2.2,45.4,458.6,10.1,42,1,Risers
HCP0468,Pulmonologist,North,Tier1,11,19,1,1,1,1,42.5,0.5,9.1,0.7,4.0,3.8,17.6,1015.2,57.68,23,0,Loyalists
HCP0469,Oncologist,North,Tier2,27,3,0,4,0,0,30.0,4.1,0.0,3.4,0.0,0.0,3.4,156.5,46.03,36,0,Loyalists
HCP0470,Cardiologist,East,Tier2,16,6,2,1,0,1,52.6,1.9,16.3,0.7,0.0,2.4,19.4,326.6,16.84,36,0,Loyalists
HCP0471,Oncologist,East,Tier2,27,6,0,1,2,2,49.8,-0.4,0.0,0.6,7.0,4.7,12.3,311.6,25.33,38,0,Loyalists
HCP0472,Cardiologist,Central,Tier2,24,12,2,2,2,0,79.0,-0.1,18.2,1.4,6.7,0.0,26.3,652.8,24.82,34,1,Risers
HCP0473,Oncologist,North,Tier1,32,15,3,5,2,2,100.0,2.2,26.4,3.9,6.3,7.1,43.7,758.2,17.35,17,3,Champions
HCP0474,Pulmonologist,Central,Tier2,22,5,0,0,1,1,19.1,-2.0,0.0,0.0,4.5,3.8,8.3,255.0,30.72,37,2,Lapsed
HCP0475,Haematologist,East,Tier2,23,5,1,1,3,1,73.9,-0.6,11.2,0.5,11.6,3.2,26.5,273.8,10.33,43,1,Risers
HCP0476,Cardiologist,East,Tier2,34,8,2,3,0,0,57.1,0.2,20.5,2.3,0.0,0.0,22.8,411.4,18.04,33,0,Loyalists
HCP0477,Oncologist,North,Tier3,23,5,1,1,0,1,24.7,1.1,8.0,0.7,0.0,2.6,11.3,226.5,20.04,93,2,Lapsed
HCP0478,Internist,West,Tier1,34,24,2,2,1,1,62.8,4.9,19.4,1.5,4.4,3.0,28.3,1253.7,44.3,25,3,Champions
HCP0479,Cardiologist,South,Tier2,32,8,3,2,0,1,70.4,0.3,28.9,1.0,0.0,3.9,33.8,432.4,12.79,43,0,Loyalists
HCP0480,Haematologist,East,Tier2,14,14,3,2,1,0,65.1,2.3,25.4,1.3,3.8,0.0,30.5,741.4,24.31,41,1,Risers
HCP0481,Internist,East,Tier2,20,10,2,4,2,0,96.5,-1.7,21.4,3.6,7.5,0.0,32.5,508.4,15.64,31,1,Risers
HCP0482,Internist,West,Tier2,23,11,1,3,1,0,55.1,3.1,10.8,2.3,4.3,0.0,17.4,568.8,32.69,42,0,Loyalists
HCP0483,Haematologist,West,Tier2,15,4,1,2,1,1,52.9,-2.5,10.9,1.5,4.0,2.6,19.0,219.6,11.56,44,0,Loyalists
HCP0484,Internist,Central,Tier3,23,5,1,4,1,0,57.3,2.7,10.9,2.6,4.7,0.0,18.2,229.5,12.61,90,0,Loyalists
HCP0485,Internist,Central,Tier2,10,9,3,2,0,1,68.0,1.1,24.0,1.3,0.0,2.1,27.4,465.1,16.97,33,0,Loyalists
HCP0486,Cardiologist,South,Tier2,9,12,0,0,0,1,0.2,-0.1,0.0,0.0,0.0,3.6,3.6,574.0,159.44,36,2,Lapsed
HCP0487,Oncologist,South,Tier2,25,8,1,1,1,1,36.3,0.1,11.3,0.9,3.3,2.5,18.0,411.2,22.84,41,0,Loyalists
HCP0488,Oncologist,North,Tier2,34,11,2,2,1,1,77.5,-1.4,23.2,2.0,4.3,3.5,33.0,561.8,17.02,38,1,Risers
HCP0489,Cardiologist,Central,Tier1,13,12,1,1,0,1,40.9,-1.9,8.1,0.7,0.0,2.1,10.9,558.4,51.23,22,0,Loyalists
HCP0490,Pulmonologist,East,Tier2,24,8,3,4,1,0,86.1,3.4,35.2,2.8,3.0,0.0,41.0,376.5,9.18,41,1,Risers
HCP0491,Haematologist,Central,Tier2,24,9,1,3,1,0,55.5,1.0,11.2,2.8,4.8,0.0,18.8,460.9,24.52,39,0,Loyalists
HCP0492,Internist,East,Tier3,27,0,2,0,1,0,44.5,0.2,22.7,0.0,3.5,0.0,26.2,0.0,0.0,104,2,Lapsed
HCP0493,Oncologist,West,Tier2,24,10,1,2,1,1,56.1,1.8,8.4,1.6,4.9,3.6,18.5,476.5,25.76,30,0,Loyalists
HCP0494,Oncologist,Central,Tier2,30,8,1,3,1,0,43.9,1.2,11.0,1.8,4.4,0.0,17.2,426.8,24.81,34,0,Loyalists
HCP0495,Haematologist,West,Tier2,31,12,1,4,0,1,48.0,-0.6,11.8,3.5,0.0,3.0,18.3,579.3,31.66,36,0,Loyalists
HCP0496,Haematologist,South,Tier2,15,4,4,3,1,0,100.0,6.8,42.9,2.3,3.4,0.0,48.6,199.5,4.1,42,1,Risers
HCP0497,Internist,South,Tier2,20,8,0,2,0,0,6.1,1.8,0.0,1.8,0.0,0.0,1.8,435.3,241.83,36,2,Lapsed
HCP0498,Oncologist,North,Tier2,4,7,1,3,2,0,62.3,1.4,11.8,2.7,8.1,0.0,22.6,330.9,14.64,39,1,Risers
HCP0499,Cardiologist,Central,Tier3,31,2,1,1,0,1,31.2,-0.5,9.8,0.6,0.0,2.9,13.3,97.8,7.35,95,2,Lapsed
HCP0500,Cardiologist,West,Tier3,23,1,1,1,0,0,20.7,2.4,10.4,0.9,0.0,0.0,11.3,51.1,4.52,100,2,Lapsed
